epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.13890813291072845,3.0731170177459717,1e-04,0.16917067766189575,0.04335104301571846,0.06358024477958679,3.8756301403045654,0.06329113990068436,0.06327160447835922
1,0.231231227517128,2.6282854080200195,1e-04,0.3272727131843567,0.09979210048913956,0.38734567165374756,2.051957845687866,0.8023774027824402,0.1666666716337204
2,0.2758912742137909,2.3899970054626465,1e-04,0.4197414815425873,0.1375221312046051,0.3166666626930237,2.3131797313690186,0.4638810157775879,0.20216049253940582
3,0.32001233100891113,2.2046799659729004,1e-04,0.5011726021766663,0.16454917192459106,0.2302469164133072,2.48083758354187,0.3087557554244995,0.08271604776382446
4,0.34665435552597046,2.0840673446655273,1e-04,0.5277840495109558,0.18064218759536743,0.3700617253780365,2.1525466442108154,0.5939457416534424,0.1756172776222229
5,0.38299837708473206,1.9547573328018188,5e-05,0.5711305737495422,0.21082621812820435,0.4595679044723511,1.9407951831817627,0.6249192953109741,0.2987654209136963
6,0.4133364260196686,1.8457977771759033,5e-05,0.5928876996040344,0.234927237033844,0.45709875226020813,1.9935047626495361,0.5704074501991272,0.24629630148410797
7,0.43489643931388855,1.7952816486358643,5e-05,0.6143521666526794,0.26434126496315,0.4743827283382416,1.8373956680297852,0.686475396156311,0.31018519401550293
8,0.4619234502315521,1.7325211763381958,5e-05,0.6374098062515259,0.2857472896575928,0.540123462677002,1.7257922887802124,0.6612734794616699,0.3910493850708008
9,0.4961884915828705,1.6383734941482544,5e-05,0.6618372797966003,0.32008931040763855,0.5160493850708008,1.7693383693695068,0.6502518057823181,0.35864198207855225
10,0.5251405239105225,1.5938948392868042,5e-05,0.6764135360717773,0.34911835193634033,0.584876537322998,1.6595783233642578,0.7378740906715393,0.4413580298423767
11,0.5500115752220154,1.530682921409607,5e-05,0.7031539678573608,0.37937939167022705,0.5632715821266174,1.6903501749038696,0.7258551120758057,0.4453703761100769
12,0.5814275741577148,1.4494620561599731,5e-05,0.7256016731262207,0.422499418258667,0.5858024954795837,1.6044033765792847,0.6895290613174438,0.4654321074485779
13,0.601447582244873,1.392216444015503,5e-05,0.7404531836509705,0.4479094445705414,0.5478395223617554,1.6529847383499146,0.6700000166893005,0.4342592656612396
14,0.6564256548881531,1.2624752521514893,2.5e-05,0.781124472618103,0.5092015266418457,0.6481481194496155,1.4414005279541016,0.773116409778595,0.5574073791503906
15,0.6886116862297058,1.1907691955566406,2.5e-05,0.8000223636627197,0.5510895252227783,0.7194444537162781,1.3015495538711548,0.8054674863815308,0.6274691224098206
16,0.716254711151123,1.1442651748657227,2.5e-05,0.8154926300048828,0.5901286005973816,0.7145061492919922,1.3203134536743164,0.800078272819519,0.6311728358268738
17,0.7442057728767395,1.083764672279358,2.5e-05,0.8370524048805237,0.6210055947303772,0.6929012537002563,1.377673625946045,0.7806041240692139,0.6061728596687317
18,0.7703857421875,1.0451011657714844,2.5e-05,0.8554530739784241,0.6571186780929565,0.7447530627250671,1.2342318296432495,0.829400360584259,0.6617283821105957
19,0.7895587682723999,1.0096485614776611,2.5e-05,0.8661401867866516,0.6840686798095703,0.6533950567245483,1.4814867973327637,0.7272015810012817,0.5734567642211914
20,0.8041117787361145,0.9738211631774902,2.5e-05,0.873790979385376,0.7164857387542725,0.75,1.2227003574371338,0.8161518573760986,0.6768518686294556
21,0.8218988180160522,0.9570329189300537,2.5e-05,0.8841241598129272,0.7302687168121338,0.7824074029922485,1.158765435218811,0.8327986001968384,0.7209876775741577
22,0.8439978361129761,0.9213791489601135,2.5e-05,0.9030035734176636,0.7569877505302429,0.7462962865829468,1.2717126607894897,0.810580849647522,0.6762345433235168
23,0.8577038645744324,0.8898654580116272,2.5e-05,0.9092296361923218,0.7797797918319702,0.6861110925674438,1.4661095142364502,0.7475943565368652,0.6234567761421204
24,0.8630168437957764,0.8849925398826599,2.5e-05,0.9155535697937012,0.7864018082618713,0.7614197731018066,1.1798137426376343,0.8292682766914368,0.6925926208496094
25,0.897666871547699,0.8177412152290344,1.25e-05,0.9391509294509888,0.8295218348503113,0.8527777791023254,0.9846107959747314,0.8886256217956543,0.8101851940155029
26,0.9102178812026978,0.799614667892456,1.25e-05,0.9447016716003418,0.8484638333320618,0.8518518805503845,0.9898712635040283,0.8859559893608093,0.8080247044563293
27,0.917686939239502,0.7915568947792053,1.25e-05,0.9526981115341187,0.8591668605804443,0.8111110925674438,1.0892282724380493,0.847203254699707,0.7666666507720947
28,0.9320089221000671,0.7738508582115173,1.25e-05,0.9605262875556946,0.8768768906593323,0.8564814925193787,0.9629459381103516,0.8927848935127258,0.8172839283943176
29,0.9343959093093872,0.7613499760627747,1.25e-05,0.9618174433708191,0.8883498907089233,0.8669753074645996,0.9493135213851929,0.9031501412391663,0.8317901492118835
30,0.9398629665374756,0.7547010183334351,1.25e-05,0.9657118916511536,0.8956648707389832,0.8842592835426331,0.9028550982475281,0.9146300554275513,0.8432098627090454
31,0.9414029121398926,0.7532874941825867,1.25e-05,0.9675864577293396,0.8964349031448364,0.8490740656852722,0.989375650882721,0.8845242261886597,0.8061728477478027
32,0.9406329393386841,0.7493279576301575,1.25e-05,0.9660989046096802,0.8996688723564148,0.8725308775901794,0.9266523718833923,0.8981937766075134,0.8441358208656311
33,0.945483922958374,0.7413446307182312,1.25e-05,0.9685311913490295,0.905289888381958,0.8799382448196411,0.9261087775230408,0.9058667421340942,0.8435184955596924
34,0.9587279558181763,0.729654848575592,6.25e-06,0.976848840713501,0.9194579124450684,0.8737654089927673,0.9115232229232788,0.9038841128349304,0.8475308418273926
35,0.9608839750289917,0.7189795970916748,6.25e-06,0.9787476658821106,0.9255409240722656,0.8839505910873413,0.9006023406982422,0.9074195623397827,0.8530864119529724
36,0.9675059914588928,0.7075385451316833,6.25e-06,0.9826164245605469,0.9357819557189941,0.8765432238578796,0.9072730541229248,0.905517041683197,0.8459876775741577
37,0.9658889770507812,0.7087607979774475,3.125e-06,0.9813046455383301,0.9336259365081787,0.8904321193695068,0.8697327971458435,0.9167211055755615,0.8663580417633057
38,0.9694309830665588,0.7052735090255737,3.125e-06,0.9836514592170715,0.9404789209365845,0.8888888955116272,0.883505642414093,0.9130291938781738,0.8586419820785522
39,0.9723569750785828,0.6990522146224976,3.125e-06,0.9859471321105957,0.945406973361969,0.894444465637207,0.8735684156417847,0.9144715666770935,0.8679012060165405
40,0.9718179702758789,0.6995480060577393,3.125e-06,0.9840899705886841,0.9430199265480042,0.8916666507720947,0.867350697517395,0.9168568849563599,0.8679012060165405
41,0.976514995098114,0.694404661655426,3.125e-06,0.9876275658607483,0.9465619325637817,0.8975308537483215,0.8658239245414734,0.9243119359016418,0.8706790208816528
42,0.9748979806900024,0.693799614906311,3.125e-06,0.9860296845436096,0.9456379413604736,0.8919752836227417,0.869422972202301,0.9163945317268372,0.8660494089126587
43,0.9744359850883484,0.6939464211463928,3.125e-06,0.986995279788971,0.9467159509658813,0.8987654447555542,0.8587824106216431,0.9238064289093018,0.8719135522842407
44,0.9756679534912109,0.6913788318634033,3.125e-06,0.9863287210464478,0.9499499201774597,0.8935185074806213,0.8722832798957825,0.9220694303512573,0.8691357970237732
45,0.9801339507102966,0.6862204074859619,3.125e-06,0.9895492792129517,0.9551089406013489,0.8938271403312683,0.8627855777740479,0.9158238172531128,0.8663580417633057
