epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.1265111267566681,2.948500871658325,1e-04,0.13145160675048828,0.025102024897933006,0.06358024477958679,3.00657320022583,0.06363917142152786,0.06358024477958679
1,0.16262416541576385,2.6775097846984863,1e-04,0.1971588432788849,0.03526603430509567,0.0962962955236435,2.5779857635498047,0.19210977852344513,0.06913580000400543
2,0.1884191930294037,2.515430450439453,1e-04,0.24560703337192535,0.0473550483584404,0.2540123462677002,2.126162052154541,0.4708249568939209,0.07222222536802292
3,0.23192423582077026,2.376044988632202,1e-04,0.31573235988616943,0.06722106784582138,0.3762345612049103,1.9332698583602905,0.5286040902137756,0.07129629701375961
4,0.27365827560424805,2.2541232109069824,1e-04,0.36983129382133484,0.08608608692884445,0.395061731338501,1.8769019842147827,0.4988962411880493,0.06975308805704117
5,0.31385231018066406,2.138453245162964,1e-04,0.43257758021354675,0.11165010929107666,0.39845678210258484,1.875380516052246,0.5448369383811951,0.12376543134450912
6,0.333256334066391,2.050045967102051,1e-04,0.44706839323043823,0.12681913375854492,0.42901235818862915,1.8492801189422607,0.551556408405304,0.17499999701976776
7,0.36290135979652405,1.9599424600601196,1e-04,0.5058269500732422,0.15708015859127045,0.41820988059043884,2.2526979446411133,0.4450773000717163,0.16882716119289398
8,0.3924694061279297,1.8623721599578857,1e-04,0.5217095017433167,0.1767151802778244,0.4654321074485779,1.747813105583191,0.5934230089187622,0.2450617253780365
9,0.4186494052410126,1.761149525642395,1e-04,0.573217511177063,0.2185262143611908,0.4367283880710602,1.8603943586349487,0.5384615659713745,0.27654320001602173
10,0.4562254548072815,1.6757347583770752,1e-04,0.6018982529640198,0.2587972581386566,0.5123456716537476,1.669240117073059,0.6311061382293701,0.34691357612609863
11,0.49310848116874695,1.5898754596710205,1e-04,0.6454652547836304,0.2953723073005676,0.5277777910232544,1.7339106798171997,0.638340950012207,0.38950616121292114
12,0.5133594870567322,1.5136770009994507,1e-04,0.6591795086860657,0.32540231943130493,0.5429012179374695,1.5634560585021973,0.6870588064193726,0.36049383878707886
13,0.5606375336647034,1.422063946723938,1e-04,0.698451042175293,0.37845537066459656,0.5049382448196411,1.745883822441101,0.5988371968269348,0.38148146867752075
14,0.589974582195282,1.3389167785644531,1e-04,0.7210526466369629,0.4325094223022461,0.5246913433074951,1.6710295677185059,0.6110338568687439,0.4067901372909546
15,0.6223146319389343,1.2770437002182007,1e-04,0.7452331185340881,0.4664664566516876,0.5669752955436707,1.5234028100967407,0.6652892827987671,0.4472222328186035
16,0.6524216532707214,1.2142165899276733,1e-04,0.7650560140609741,0.50473552942276,0.5888888835906982,1.566066861152649,0.6645936965942383,0.4947530925273895
17,0.6820666790008545,1.153138518333435,1e-04,0.7872833609580994,0.5491645336151123,0.6123456954956055,1.5144327878952026,0.7007777094841003,0.5283950567245483
