epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.1779760718345642,2.5609519481658936,0.0003,0.23131392896175385,2.359673023223877
1,0.3067268133163452,2.2218761444091797,0.0003,0.3603461980819702,2.119621753692627
2,0.4305746257305145,1.9541716575622559,0.0003,0.4449252486228943,1.927403211593628
3,0.5312806367874146,1.727726697921753,0.0003,0.5357986092567444,1.731805443763733
4,0.6131594181060791,1.5379608869552612,0.0003,0.5991345643997192,1.5547345876693726
5,0.6936654448509216,1.3691819906234741,0.0003,0.6546026468276978,1.4601643085479736
6,0.7458325028419495,1.2430710792541504,0.0003,0.6778127551078796,1.3874093294143677
7,0.7972151637077332,1.1307406425476074,0.0003,0.7136113047599792,1.3136054277420044
8,0.8447734713554382,1.0216186046600342,0.0003,0.7167584300041199,1.2692508697509766
9,0.8677191734313965,0.9625469446182251,0.0003,0.7655389308929443,1.1711225509643555
10,0.9072366952896118,0.878953754901886,0.0003,0.778914213180542,1.154305338859558
11,0.9192978739738464,0.8391213417053223,0.0003,0.7918961644172668,1.1034878492355347
12,0.9484212398529053,0.7751823663711548,0.0003,0.8033044934272766,1.087692141532898
13,0.9663659334182739,0.72791987657547,0.0003,0.82061368227005,1.0587600469589233
14,0.961953341960907,0.7249892354011536,0.0003,0.8229740262031555,1.016083836555481
15,0.9682290554046631,0.7117708921432495,0.0003,0.8214004635810852,1.009708046913147
16,0.9667581915855408,0.7080281376838684,0.0003,0.817859947681427,1.025840163230896
17,0.9726417064666748,0.6849119663238525,0.0003,0.8182533383369446,1.0014792680740356
18,0.9905864000320435,0.6306148171424866,0.00015,0.8725413084030151,0.8890302777290344
19,0.9980388283729553,0.5999501347541809,0.00015,0.8780487775802612,0.86524897813797
20,0.9993135929107666,0.586702823638916,0.00015,0.874508261680603,0.8738391995429993
21,0.9990194439888,0.5805949568748474,0.00015,0.8772619962692261,0.8584397435188293
22,0.9997058510780334,0.5740721821784973,0.00015,0.8796223402023315,0.8462346196174622
23,0.9995096921920776,0.5698078274726868,0.00015,0.8808025121688843,0.8444981575012207
24,0.9997058510780334,0.5655397772789001,0.00015,0.8815892934799194,0.8367440700531006
25,0.9999019503593445,0.5613993406295776,0.00015,0.8682140111923218,0.8651867508888245
26,0.9995096921920776,0.5611552596092224,0.00015,0.8756884336471558,0.8529627919197083
27,0.999803900718689,0.5557726621627808,7.5e-05,0.8839496374130249,0.8295304179191589
28,0.9999019503593445,0.550029456615448,7.5e-05,0.8859165906906128,0.8230627775192261
29,0.999803900718689,0.5460717678070068,7.5e-05,0.881982684135437,0.8220734596252441
30,0.9999019503593445,0.5447819232940674,7.5e-05,0.8945711851119995,0.8093016743659973
31,1.0,0.5433763265609741,7.5e-05,0.8945711851119995,0.8084173202514648
32,1.0,0.541903555393219,7.5e-05,0.8973249197006226,0.8032874464988708
33,1.0,0.5404964685440063,7.5e-05,0.8929976224899292,0.8013017773628235
34,1.0,0.5389575362205505,7.5e-05,0.8929976224899292,0.801089346408844
35,0.9999019503593445,0.5384945869445801,7.5e-05,0.8847364187240601,0.8183456659317017
36,1.0,0.5355744957923889,3.75e-05,0.8977183103561401,0.7959892749786377
37,1.0,0.5337563753128052,3.75e-05,0.8981117010116577,0.795889675617218
38,1.0,0.5330038666725159,3.75e-05,0.8914240598678589,0.7995662689208984
39,1.0,0.5320345163345337,1.875e-05,0.8945711851119995,0.7900965213775635
40,1.0,0.5310395359992981,1.875e-05,0.8992918729782104,0.7834869623184204
41,1.0,0.5302737951278687,1.875e-05,0.8945711851119995,0.7929118275642395
42,1.0,0.5300617814064026,1.875e-05,0.9008654356002808,0.7791420221328735
43,1.0,0.5295968651771545,1.875e-05,0.9012588262557983,0.7808687686920166
44,1.0,0.5292224884033203,1.875e-05,0.8906372785568237,0.791295051574707
45,1.0,0.5283171534538269,1.875e-05,0.8973249197006226,0.7865037322044373
46,1.0,0.5289497971534729,9.375e-06,0.9032257795333862,0.7736169099807739
47,1.0,0.5281378626823425,9.375e-06,0.9008654356002808,0.7835355401039124
48,1.0,0.5278252959251404,9.375e-06,0.9020456075668335,0.7757964134216309
49,1.0,0.5275998115539551,9.375e-06,0.8973249197006226,0.7820967435836792
50,1.0,0.5269449949264526,4.6875e-06,0.9032257795333862,0.7802488803863525
51,1.0,0.527374804019928,4.6875e-06,0.9040125608444214,0.7813559770584106
52,1.0,0.5267324447631836,4.6875e-06,0.8957513570785522,0.7855885624885559
53,1.0,0.5273416638374329,2.34375e-06,0.8945711851119995,0.7867990732192993
54,1.0,0.5266016721725464,2.34375e-06,0.899685263633728,0.7837167978286743
55,1.0,0.5266196727752686,2.34375e-06,0.9036191701889038,0.775579571723938
56,1.0,0.5271859169006348,1.171875e-06,0.8977183103561401,0.7864930033683777
57,1.0,0.5266112089157104,1.171875e-06,0.8973249197006226,0.7850173711776733
58,1.0,0.5273258090019226,1.171875e-06,0.8957513570785522,0.7842957377433777
59,1.0,0.526845395565033,1e-06,0.8965381383895874,0.7847160696983337
60,1.0,0.5265489220619202,1e-06,0.9067663550376892,0.7798912525177002
61,1.0,0.5266579985618591,1e-06,0.9004720449447632,0.7849757075309753
62,1.0,0.5263727903366089,1e-06,0.8992918729782104,0.781348705291748
63,1.0,0.5269278883934021,1e-06,0.8981117010116577,0.7861243486404419
64,1.0,0.526436448097229,1e-06,0.8981117010116577,0.7836340665817261
65,1.0,0.5270150303840637,1e-06,0.8957513570785522,0.7803230285644531
66,1.0,0.5262046456336975,1e-06,0.9075531363487244,0.7804617881774902
67,1.0,0.5267017483711243,1e-06,0.9012588262557983,0.782875120639801
68,1.0,0.5261496305465698,1e-06,0.8941777944564819,0.7888000011444092
69,1.0,0.5268819332122803,1e-06,0.8937844038009644,0.7856748104095459
70,1.0,0.5263899564743042,1e-06,0.8973249197006226,0.7829474210739136
71,1.0,0.5266157388687134,1e-06,0.9020456075668335,0.779579758644104
72,1.0,0.5264480113983154,1e-06,0.9032257795333862,0.7792959809303284
73,1.0,0.526512086391449,1e-06,0.8992918729782104,0.7817559242248535
74,1.0,0.5266073942184448,1e-06,0.8957513570785522,0.7845791578292847
75,1.0,0.5264772176742554,1e-06,0.904405951499939,0.7760157585144043
76,1.0,0.5264009237289429,1e-06,0.9032257795333862,0.779502809047699
77,0.9999019503593445,0.5266026854515076,1e-06,0.8977183103561401,0.7795936465263367
78,1.0,0.5261141061782837,1e-06,0.8992918729782104,0.7813286781311035
79,1.0,0.5260831117630005,1e-06,0.8945711851119995,0.7812482118606567
80,1.0,0.5260066986083984,1e-06,0.8985050916671753,0.7881259918212891
81,1.0,0.5261491537094116,1e-06,0.8981117010116577,0.7810155153274536
0,1.0,0.5261062979698181,1e-06,0.8965381383895874,0.7832472920417786
1,1.0,0.5257227420806885,1e-06,0.8977183103561401,0.78757244348526
2,1.0,0.5265325307846069,1e-06,0.8985050916671753,0.781524121761322
3,1.0,0.5263983607292175,1e-06,0.8985050916671753,0.7826694846153259
4,1.0,0.5261068940162659,1e-06,0.9000786542892456,0.7827497720718384
5,1.0,0.525977611541748,1e-06,0.8985050916671753,0.7846616506576538
6,1.0,0.5254794359207153,1e-06,0.9028323888778687,0.781732976436615
7,1.0,0.5263785719871521,1e-06,0.9016522169113159,0.7824706435203552
8,1.0,0.526377260684967,1e-06,0.8973249197006226,0.7852341532707214
9,1.0,0.5258317589759827,1e-06,0.8992918729782104,0.7802588939666748
10,1.0,0.5259513258934021,1e-06,0.8945711851119995,0.7872735261917114
11,1.0,0.5259753465652466,1e-06,0.9008654356002808,0.7862687706947327
12,1.0,0.5258699655532837,1e-06,0.8977183103561401,0.7866955399513245
0,1.0,0.5253939032554626,1e-06,0.9036191701889038,0.7794462442398071
1,1.0,0.5260701775550842,1e-06,0.896931529045105,0.7791776657104492
2,1.0,0.5257806777954102,1e-06,0.9032257795333862,0.7835546135902405
3,1.0,0.5260204672813416,1e-06,0.9016522169113159,0.7809164524078369
0,0.16650323569774628,2.577803134918213,0.0003,0.21321794390678406,2.3876795768737793
0,0.3663463294506073,2.088369131088257,0.0003,0.38867032527923584,2.0345184803009033
0,0.18552657961845398,2.5338704586029053,0.0003,0.2859952747821808,2.2594666481018066
0,0.3587958514690399,2.1037330627441406,0.0003,0.42407554388046265,1.9729547500610352
1,0.4889194071292877,1.825101613998413,0.0003,0.49881982803344727,1.8095474243164062
2,0.5789370536804199,1.6157095432281494,0.0003,0.5668764710426331,1.639306664466858
3,0.6595410704612732,1.4485177993774414,0.0003,0.6223446130752563,1.536497950553894
4,0.7174936532974243,1.3046512603759766,0.0003,0.6683713793754578,1.4217441082000732
5,0.7752500772476196,1.1827462911605835,0.0003,0.6939417719841003,1.360004186630249
6,0.8224161863327026,1.0703625679016113,0.0003,0.7297403812408447,1.2765260934829712
7,0.8596783876419067,0.9863343238830566,0.0003,0.7423288822174072,1.227376937866211
8,0.9006667733192444,0.9002946615219116,0.0003,0.7682926654815674,1.1800554990768433
9,0.9114532470703125,0.8690113425254822,0.0003,0.7647521495819092,1.160051703453064
10,0.94028240442276,0.8025218844413757,0.0003,0.7879622578620911,1.1280505657196045
11,0.9584231972694397,0.7540675401687622,0.0003,0.800157368183136,1.071281909942627
12,0.9699941277503967,0.7227344512939453,0.0003,0.8194335103034973,1.0294290781021118
13,0.9691115617752075,0.709624707698822,0.0003,0.8288748860359192,1.002262830734253
14,0.9754853844642639,0.6939995884895325,0.0003,0.8308418393135071,0.9937993884086609
15,0.9770542979240417,0.6798879504203796,0.0003,0.8324154019355774,0.9665937423706055
16,0.9778388142585754,0.6702274680137634,0.0003,0.8292682766914368,0.9689534902572632
17,0.9811728000640869,0.6575915813446045,0.0003,0.8371360898017883,0.9703405499458313
18,0.9826436638832092,0.6464102268218994,0.0003,0.8410699963569641,0.9479327201843262
19,0.9839184284210205,0.6382688879966736,0.0003,0.849331259727478,0.92933589220047
20,0.9888213276863098,0.6182444095611572,0.0003,0.8548387289047241,0.9097367525100708
21,0.9864679574966431,0.6223971247673035,0.0003,0.8387096524238586,0.9401266574859619
22,0.9809766411781311,0.6293066143989563,0.0003,0.8516916036605835,0.9115114212036133
23,0.9850951433181763,0.6172311902046204,0.0003,0.8481510877609253,0.9004572033882141
24,0.9951951503753662,0.5799704194068909,0.00015,0.8910306692123413,0.8033060431480408
25,0.9994116425514221,0.5584121942520142,0.00015,0.9000786542892456,0.7897080779075623
26,0.9996077418327332,0.5502312183380127,0.00015,0.8941777944564819,0.792851448059082
27,1.0,0.5473812818527222,0.00015,0.8961447477340698,0.7845479846000671
28,1.0,0.5430310964584351,0.00015,0.9028323888778687,0.7793528437614441
29,0.9999019503593445,0.5407389402389526,0.00015,0.8937844038009644,0.7828390002250671
30,0.9996077418327332,0.5391034483909607,0.00015,0.8965381383895874,0.7773397564888
31,1.0,0.5381583571434021,0.00015,0.896931529045105,0.7835268974304199
32,1.0,0.5339425802230835,7.5e-05,0.9024389982223511,0.7667527794837952
33,1.0,0.5316553711891174,7.5e-05,0.904405951499939,0.7656131386756897
34,1.0,0.5304839015007019,7.5e-05,0.9051927328109741,0.7609735727310181
35,1.0,0.5290426015853882,7.5e-05,0.9004720449447632,0.7760588526725769
36,0.9999019503593445,0.5291022062301636,7.5e-05,0.9032257795333862,0.7698289155960083
37,1.0,0.5266618132591248,3.75e-05,0.9032257795333862,0.7594538927078247
38,1.0,0.5263049006462097,3.75e-05,0.9016522169113159,0.7582626938819885
39,1.0,0.5258195996284485,3.75e-05,0.9024389982223511,0.7623378038406372
40,1.0,0.5250760316848755,1.875e-05,0.9079465270042419,0.7551900744438171
41,1.0,0.524691641330719,1.875e-05,0.9047993421554565,0.7555596828460693
42,1.0,0.5236192345619202,1.875e-05,0.9051927328109741,0.7559522986412048
43,1.0,0.5234647989273071,1.875e-05,0.913453996181488,0.7513891458511353
44,1.0,0.5234256386756897,1.875e-05,0.9063729643821716,0.7553269863128662
45,1.0,0.5233585238456726,1.875e-05,0.9138473868370056,0.7503551244735718
46,1.0,0.5232133269309998,1.875e-05,0.9079465270042419,0.7584747672080994
47,1.0,0.5226230025291443,9.375e-06,0.9067663550376892,0.754983127117157
48,1.0,0.52198326587677,9.375e-06,0.9063729643821716,0.7541342377662659
49,1.0,0.5217806100845337,9.375e-06,0.9079465270042419,0.7526013851165771
50,1.0,0.5220340490341187,4.6875e-06,0.9036191701889038,0.7570226192474365
51,1.0,0.521682620048523,4.6875e-06,0.910700261592865,0.7483595609664917
52,1.0,0.5213596820831299,4.6875e-06,0.9095200896263123,0.7511559724807739
53,1.0,0.5211044549942017,2.34375e-06,0.9114870429039001,0.7495288848876953
0,0.14747989177703857,3.435828447341919,0.0003,0.1766325682401657,3.1572978496551514
1,0.23435968160629272,3.02813720703125,0.0003,0.28835561871528625,2.841930866241455
2,0.3254559636116028,2.7360687255859375,0.0003,0.37411487102508545,2.5990450382232666
0,0.4340066611766815,2.4241201877593994,0.0003,0.4606609046459198,2.347716808319092
1,0.5246126651763916,2.1860835552215576,0.0003,0.5302910804748535,2.1795401573181152
2,0.6037458181381226,1.9888701438903809,0.0003,0.5916600823402405,2.0310680866241455
3,0.6731712222099304,1.8174099922180176,0.0003,0.6392604112625122,1.9211469888687134
4,0.7277897596359253,1.6753660440444946,0.0003,0.6608969569206238,1.8571856021881104
5,0.7821141481399536,1.5592453479766846,0.0003,0.6789929270744324,1.8145084381103516
6,0.8274171352386475,1.4441500902175903,0.0003,0.7317073345184326,1.641188383102417
7,0.8631104230880737,1.3565356731414795,0.0003,0.7474429607391357,1.6124749183654785
8,0.8823298811912537,1.2928102016448975,0.0003,0.7560975551605225,1.556871771812439
9,0.8979211449623108,1.241884469985962,0.0003,0.7596380710601807,1.5138016939163208
10,0.9198862314224243,1.169138789176941,0.0003,0.7769472599029541,1.4579702615737915
11,0.9418513178825378,1.089362621307373,0.0003,0.7635719776153564,1.4332810640335083
12,0.9512649774551392,1.0369442701339722,0.0003,0.7643587589263916,1.4332119226455688
13,0.9502843618392944,1.0214285850524902,0.0003,0.778914213180542,1.3759591579437256
14,0.9524416327476501,0.9999152421951294,0.0003,0.8040912747383118,1.2883355617523193
15,0.9609727263450623,0.9578462839126587,0.0003,0.7930763363838196,1.3280811309814453
16,0.9639145135879517,0.9268000721931458,0.0003,0.8056648373603821,1.2754675149917603
17,0.968817412853241,0.9008321762084961,0.0003,0.8343823552131653,1.182221531867981
18,0.971464991569519,0.8829107284545898,0.0003,0.8084185719490051,1.2410019636154175
19,0.961953341960907,0.9055792093276978,0.0003,0.8229740262031555,1.1883585453033447
20,0.9701902270317078,0.8643112182617188,0.0003,0.8359559178352356,1.139774203300476
21,0.9848989844322205,0.8007509112358093,0.0003,0.8560189008712769,1.0693552494049072
22,0.983820378780365,0.7747783064842224,0.0003,0.8438237905502319,1.0910308361053467
23,0.9801921844482422,0.7834020853042603,0.0003,0.8324154019355774,1.1022236347198486
24,0.981368899345398,0.7728437185287476,0.0003,0.8143194317817688,1.144341230392456
25,0.9925475716590881,0.7309298515319824,0.00015,0.8890637159347534,0.9288331270217896
26,0.9981368780136108,0.6679438352584839,0.00015,0.8831628561019897,0.9365856051445007
27,0.9987252354621887,0.6399326920509338,0.00015,0.9012588262557983,0.8595611453056335
28,0.9991174936294556,0.6220318078994751,0.00015,0.9008654356002808,0.8508517742156982
29,0.9994116425514221,0.6127256751060486,0.00015,0.8981117010116577,0.8545888066291809
30,0.9996077418327332,0.6063416600227356,0.00015,0.8929976224899292,0.8666863441467285
31,0.999803900718689,0.5932503342628479,7.5e-05,0.910700261592865,0.805829644203186
32,0.9997058510780334,0.580823540687561,7.5e-05,0.9036191701889038,0.808172881603241
33,0.9999019503593445,0.5729815363883972,7.5e-05,0.9036191701889038,0.8134055137634277
34,1.0,0.5675337314605713,7.5e-05,0.8992918729782104,0.823020339012146
35,0.9999019503593445,0.5635418891906738,3.75e-05,0.9099134802818298,0.7826635241508484
36,1.0,0.5577505230903625,3.75e-05,0.9051927328109741,0.7845807671546936
