epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.16758188605308533,2.4119551181793213,1e-04,0.13335956633090973,10.985573768615723
1,0.20788389444351196,2.1709067821502686,1e-04,0.2942564785480499,2.0569424629211426
2,0.24838203191757202,2.093722343444824,1e-04,0.31195908784866333,2.0121583938598633
3,0.2741714119911194,2.0408945083618164,1e-04,0.392604261636734,1.9053514003753662
4,0.3197685778141022,1.9482249021530151,1e-04,0.4531864821910858,1.7605102062225342
5,0.3705628514289856,1.8718748092651367,1e-04,0.4602675139904022,1.810519814491272
6,0.41655227541923523,1.8149611949920654,1e-04,0.5239968299865723,1.7221366167068481
7,0.45744264125823975,1.729207992553711,1e-04,0.5759244561195374,1.5693119764328003
8,0.49960777163505554,1.6325147151947021,1e-04,0.5971676111221313,1.5209459066390991
9,0.5310845375061035,1.551239252090454,1e-04,0.6608969569206238,1.4093385934829712
10,0.5730535387992859,1.4847086668014526,1e-04,0.6813532710075378,1.4145488739013672
11,0.5892331600189209,1.4391096830368042,1e-04,0.6939417719841003,1.387084722518921
12,0.61031574010849,1.4011880159378052,1e-04,0.710070788860321,1.3296103477478027
13,0.6385565996170044,1.3429759740829468,1e-04,0.7431156635284424,1.287000298500061
14,0.66091388463974,1.299692988395691,1e-04,0.7505900859832764,1.2544076442718506
15,0.6727789640426636,1.266387939453125,1e-04,0.768686056137085,1.1898298263549805
16,0.6864091157913208,1.2306585311889648,1e-04,0.7627851963043213,1.224348783493042
17,0.7061188220977783,1.1926519870758057,1e-04,0.7749803066253662,1.181961178779602
18,0.7132771015167236,1.165748119354248,1e-04,0.7907159924507141,1.1561356782913208
19,0.7386742234230042,1.1248658895492554,1e-04,0.7891424298286438,1.0995762348175049
20,0.7547558546066284,1.0989712476730347,1e-04,0.8068450093269348,1.103955626487732
21,0.7742694616317749,1.0632802248001099,1e-04,0.7993705868721008,1.0933364629745483
22,0.7786821126937866,1.0537387132644653,1e-04,0.8127458691596985,1.100497841835022
23,0.7986860275268555,1.0173231363296509,1e-04,0.7867820858955383,1.1161701679229736
24,0.8092763423919678,0.990276038646698,1e-04,0.8048780560493469,1.064578652381897
25,0.8195724487304688,0.9766734838485718,1e-04,0.8115656971931458,1.0465500354766846
26,0.8336929082870483,0.9521658420562744,5e-05,0.8304484486579895,1.0225178003311157
27,0.8380074501037598,0.936967670917511,5e-05,0.8332021832466125,1.0164594650268555
28,0.8476172089576721,0.9250651597976685,5e-05,0.8371360898017883,1.0028092861175537
29,0.8450676798820496,0.9208248257637024,5e-05,0.8308418393135071,0.9997621178627014
30,0.851637601852417,0.9027711153030396,5e-05,0.8367426991462708,0.9871177673339844
31,0.8520298004150391,0.8987423777580261,5e-05,0.8434303402900696,1.0245051383972168
32,0.8616395592689514,0.8873271942138672,5e-05,0.8398898243904114,0.996743381023407
33,0.8587958216667175,0.8848319053649902,5e-05,0.8324154019355774,0.9998411536216736
34,0.8642871379852295,0.881499171257019,5e-05,0.8418567776679993,0.9880715012550354
35,0.8656599521636963,0.875110387802124,2.5e-05,0.8450039625167847,0.9849798679351807
36,0.8682094812393188,0.8620078563690186,2.5e-05,0.8414633870124817,0.9855716824531555
37,0.8711512088775635,0.86355060338974,2.5e-05,0.8485444784164429,0.9818174839019775
38,0.8725240230560303,0.8641449809074402,2.5e-05,0.8383162617683411,0.9841077923774719
39,0.8782114386558533,0.8542953729629517,2.5e-05,0.8426435589790344,0.9800266623497009
40,0.8797803521156311,0.8565828204154968,2.5e-05,0.8434303402900696,0.9711642265319824
41,0.8824279308319092,0.848116397857666,1.25e-05,0.8461841344833374,0.9736840128898621
42,0.8809570670127869,0.8469052314758301,1.25e-05,0.846577525138855,0.9733652472496033
43,0.8815454244613647,0.843450665473938,1.25e-05,0.8406766057014465,0.9831294417381287
44,0.8877230882644653,0.8392242789268494,6.25e-06,0.8434303402900696,0.975935161113739
45,0.8859580159187317,0.8349609375,6.25e-06,0.8453973531723022,0.9774671196937561
46,0.8886055946350098,0.8363012671470642,6.25e-06,0.8438237905502319,0.9730163216590881
47,0.8879191875457764,0.8338792324066162,3.125e-06,0.8469709157943726,0.9707257151603699
48,0.889488160610199,0.833437979221344,3.125e-06,0.8477576971054077,0.9722998142242432
49,0.8940969109535217,0.8319535851478577,3.125e-06,0.8446105718612671,0.9755011200904846
50,0.893116295337677,0.8320524096488953,1.5625e-06,0.8442171812057495,0.9748736023902893
51,0.8855658173561096,0.8341938257217407,1.5625e-06,0.8457907438278198,0.9731326103210449
52,0.886448323726654,0.8331380486488342,1.5625e-06,0.8453973531723022,0.9738696813583374
53,0.8824279308319092,0.8368144631385803,1e-06,0.8457907438278198,0.9737792015075684
54,0.8883114457130432,0.8341545462608337,1e-06,0.8450039625167847,0.9746742844581604
55,0.8916454315185547,0.8255540132522583,1e-06,0.8469709157943726,0.9715780019760132
56,0.8866444230079651,0.8359760642051697,1e-06,0.8477576971054077,0.9697747826576233
57,0.8927240371704102,0.8267861604690552,1e-06,0.8453973531723022,0.9723729491233826
0,0.35546186566352844,2.4971046447753906,1e-04,0.09716758131980896,25.40876007080078
1,0.5754069685935974,1.8910869359970093,1e-04,0.41148701310157776,2.7742385864257812
2,0.707883894443512,1.5916813611984253,1e-04,0.5208497047424316,2.3740663528442383
3,0.7815257906913757,1.4254682064056396,1e-04,0.5487805008888245,2.3814074993133545
4,0.8458521366119385,1.3063170909881592,1e-04,0.5975610017776489,2.0786566734313965
5,0.8795842528343201,1.2315053939819336,1e-04,0.6337529420852661,2.1727077960968018
6,0.9023337960243225,1.1839147806167603,1e-04,0.5920534729957581,2.606102705001831
7,0.9258677959442139,1.1302410364151,1e-04,0.6278520822525024,2.604088306427002
8,0.9420474767684937,1.0987902879714966,1e-04,0.6455546617507935,2.2398595809936523
9,0.9507746696472168,1.0753388404846191,1e-04,0.7321007251739502,1.9081393480300903
10,0.9595999121665955,1.0477949380874634,1e-04,0.6939417719841003,1.9353803396224976
11,0.9658756852149963,1.025848388671875,1e-04,0.6522423028945923,2.6288671493530273
12,0.9709746837615967,1.0128612518310547,1e-04,0.6955153346061707,2.199540615081787
13,0.9802902340888977,0.9818674325942993,5e-05,0.7572777271270752,1.556198000907898
14,0.984997034072876,0.9649146199226379,5e-05,0.7545239925384521,1.5432043075561523
15,0.9864679574966431,0.9519436955451965,5e-05,0.7726199626922607,1.4579793214797974
16,0.9883310198783875,0.9363131523132324,5e-05,0.7836349606513977,1.404325008392334
17,0.9897038340568542,0.9258667826652527,5e-05,0.782454788684845,1.385419487953186
18,0.9902921915054321,0.9140427708625793,5e-05,0.7832415699958801,1.3822110891342163
19,0.9923514127731323,0.9041710495948792,5e-05,0.7871754765510559,1.3731924295425415
20,0.9918611645698547,0.893884003162384,5e-05,0.7840283513069153,1.36527419090271
21,0.9924495220184326,0.8857629895210266,5e-05,0.785208523273468,1.3456107378005981
22,0.9920572638511658,0.8726247549057007,5e-05,0.8048780560493469,1.2875429391860962
23,0.9940184354782104,0.863327145576477,5e-05,0.7828481793403625,1.4045873880386353
24,0.993135929107666,0.8580061793327332,5e-05,0.792682945728302,1.3111635446548462
25,0.9936261773109436,0.853194534778595,5e-05,0.7836349606513977,1.514243483543396
26,0.9953912496566772,0.839442253112793,2.5e-05,0.7974036335945129,1.3290711641311646
27,0.9957835078239441,0.8322904706001282,2.5e-05,0.8033044934272766,1.2961418628692627
28,0.9957835078239441,0.8320964574813843,2.5e-05,0.7871754765510559,1.3698804378509521
29,0.9977446794509888,0.8212246894836426,1.25e-05,0.7836349606513977,1.3827217817306519
30,0.9977446794509888,0.817095160484314,1.25e-05,0.7887490391731262,1.5457831621170044
31,0.997548520565033,0.8120070099830627,1.25e-05,0.7856019139289856,1.5250540971755981
32,0.9971563220024109,0.8093563914299011,6.25e-06,0.7930763363838196,1.5329840183258057
